Sample_ID,Completeness,Contamination,WGS_5S,WGS_16S,WGS_23S,WGS_tRNA,Quality_Classification
AG-349-E22,29.96,0.71,0,0,0,6,Low
AG-349-E23,73.05,0,1,0,1,23,Medium
AG-349-F02,28.36,0,0,0,0,12,Low
AG-349-F03,15.52,0,1,1,1,11,Low
AG-349-F06,27.36,0,0,0,1,10,Low
AG-349-F08,59.64,0,1,1,1,22,Medium
AG-349-F10,37.93,0,0,0,0,12,Low
AG-349-F11,0,0,0,0,0,2,Low
AG-349-F14,20.79,0,0,0,0,5,Low
AG-349-F15,50.6,0,0,1,1,14,Medium
AG-349-F17,43.74,0,0,1,0,16,Low
AG-349-F18,0,0,0,0,0,1,Low
AG-349-F19,69.01,0,0,1,0,32,Medium
AG-349-F20,62.39,0,0,0,0,38,Medium
AG-349-F21,67.74,0,1,1,0,15,Medium
AG-349-F22,87.95,0,0,1,1,33,Medium
AG-349-F23,58.59,0.9,0,0,0,25,Medium
AG-349-G02,0,0,0,0,0,0,Low
AG-349-G05,8.33,0,0,0,0,1,Low
AG-349-G08,25.86,0,0,0,0,16,Low
AG-349-G09,49.06,0,0,0,0,13,Low
AG-349-G10,68.68,1.1,1,0,1,20,Medium
AG-349-G11,65.76,0.27,1,1,1,31,Medium
AG-349-G13,52.87,0.74,1,1,1,19,Medium
AG-349-G14,15.79,0,1,1,1,10,Low
AG-349-G15,54.76,0,1,1,1,23,Medium
AG-349-G16,72.28,0,1,1,1,26,Medium
AG-349-G17,33.3,0,1,1,1,7,Low
AG-349-G18,7.18,0,0,0,0,6,Low
AG-349-G19,67.61,0,0,1,1,20,Medium
AG-349-G20,92.31,1.1,1,1,1,33,High
AG-349-G22,35.48,0,0,0,0,10,Low
AG-349-G23,90.68,0,0,1,1,30,Medium
AG-349-I02,7.55,0,0,0,0,0,Low
AG-349-I04,60.75,0,1,1,1,16,Medium
AG-349-I05,90.36,0,1,1,1,32,High
AG-349-I06,15.79,0,1,0,1,8,Low
AG-349-I07,43.92,0,0,0,0,7,Low
AG-349-I08,36.77,0.27,1,1,1,14,Low
AG-349-I10,0,0,0,0,0,1,Low
AG-349-I11,71.06,0,0,1,1,26,Medium
AG-349-I13,69.54,0,0,1,1,30,Medium
AG-349-I14,4.17,0,1,1,1,5,Low
AG-349-I16,56.63,0,0,0,0,19,Medium
AG-349-I17,26.69,0,0,0,0,8,Low
AG-349-I18,52.91,0,1,1,1,25,Medium
AG-349-I19,32.76,0,1,1,1,17,Low
AG-349-I20,75.09,0.08,1,1,1,28,Medium
AG-349-I21,57.34,0,0,0,0,18,Medium
AG-349-I22,23.2,0,0,0,0,18,Low
AG-349-I23,29.09,0,1,1,1,18,Low
AG-349-J02,35.85,0,0,0,0,11,Low
AG-349-J03,8.33,0,0,0,0,0,Low
AG-349-J05,40.35,0,1,1,1,9,Low
AG-349-J06,29.92,0,1,0,0,11,Low
AG-349-J07,31.39,0,0,0,0,13,Low
AG-349-J09,44.61,0,0,0,0,12,Low
AG-349-J13,34.48,0,1,1,1,19,Low
AG-349-J15,28.8,0,0,0,0,8,Low
AG-349-J16,18.9,0,0,0,0,8,Low
AG-349-J17,23.58,0,0,0,0,11,Low
AG-349-J18,73.62,1.21,1,1,1,21,Medium
AG-349-J20,37.66,0,0,0,0,3,Low
AG-349-J21,36.54,0,0,0,0,5,Low
AG-349-J22,36.21,0,0,0,0,10,Low
AG-349-J23,60.44,0,0,0,0,23,Medium
AG-349-K02,24.14,0,0,0,0,6,Low
AG-349-K03,66.58,0.14,1,0,1,23,Medium
AG-349-K05,77.11,2.41,1,1,1,28,Medium
AG-349-K06,46.32,0,1,0,1,22,Low
AG-349-K07,35.85,0,0,1,1,12,Low
AG-349-K10,71.06,0,1,1,1,25,Medium
AG-349-K11,0,0,0,0,0,1,Low
AG-349-K13,12.5,0,0,0,0,2,Low
AG-349-K14,74.97,0.37,1,0,1,31,Medium
AG-349-K15,26.99,0,1,1,1,14,Low
AG-349-K16,18.03,0,1,1,1,6,Low
AG-349-K17,35.85,0,1,0,0,9,Low
AG-349-K18,3.77,0,0,0,0,7,Low
AG-349-K19,4.17,0,0,0,0,6,Low
AG-349-K20,0,0,0,0,0,1,Low
AG-349-K21,46.55,0,1,0,1,21,Low
AG-349-K23,73.22,0,0,1,1,24,Medium
AG-349-L02,37.05,0,1,0,0,8,Low
AG-349-L03,24.53,0,0,0,0,5,Low
AG-349-L04,78.62,0,1,1,1,26,Medium
AG-349-L05,21.85,0,0,0,0,16,Low
AG-349-L06,52.63,0,1,1,1,29,Medium
AG-349-L07,35.25,0,1,1,1,13,Low
AG-349-L08,54.72,0,0,1,1,15,Medium
AG-349-L09,20.69,0,1,0,1,7,Low
AG-349-L11,69.88,0,1,0,0,27,Medium
AG-349-L13,13.79,0,1,1,1,4,Low
AG-349-L14,35.34,0,0,0,0,14,Low
AG-349-L15,60.34,0,0,0,0,17,Medium
AG-349-L17,84.77,0,1,1,1,30,Medium
AG-349-L19,47.01,0,1,1,1,20,Low
AG-349-L20,0,0,0,0,0,2,Low
AG-349-L22,28.14,0,0,0,0,13,Low
AG-349-L23,71.43,0.95,0,1,1,19,Medium
AG-349-M02,77.1,0,0,0,0,24,Medium
AG-349-M03,77.88,0.47,1,1,1,30,Medium
AG-349-M04,18.1,0,0,0,0,8,Low
AG-349-M05,70.3,0,1,1,1,28,Medium
AG-349-M08,57.26,1.28,0,0,0,35,Medium
AG-349-M09,44.29,0,0,1,0,11,Low
AG-349-M11,27.71,0,0,0,1,8,Low
AG-349-M13,48.8,0,0,1,1,17,Low
AG-349-M14,51.42,0,1,1,1,20,Medium
AG-349-M15,33.62,0,0,0,0,27,Low
AG-349-M17,65.76,0,1,1,1,24,Medium
AG-349-M18,73.93,0,1,1,1,24,Medium
AG-349-M19,85.47,0,1,0,0,25,Medium
AG-349-M20,37.2,0,0,0,0,18,Low
AG-349-M21,76.99,0.74,1,1,1,26,Medium
AG-349-M22,24.14,0,0,1,1,14,Low
AG-349-M23,45.92,0,0,0,0,13,Low
AG-349-N02,5.17,0,0,0,0,1,Low
AG-349-N04,0,0,0,0,0,1,Low
AG-349-N05,18.97,0,0,0,0,11,Low
AG-349-N07,13.79,0,0,0,0,8,Low
AG-349-N08,40.53,0,0,0,0,18,Low
AG-349-N09,55.17,0,0,1,1,19,Medium
AG-349-N10,75.84,0,1,1,1,25,Medium
AG-349-N13,81.82,0,0,1,1,18,Medium
AG-349-N14,42.4,0,0,0,0,8,Low
AG-349-N16,19.21,0,0,0,0,9,Low
AG-349-N17,53.54,0.95,1,1,0,27,Medium
AG-349-N18,10.34,0,0,1,0,5,Low
AG-349-N19,19.3,0,0,0,0,6,Low
AG-349-N20,58.41,0,0,0,0,25,Medium
AG-349-N21,54.9,0.37,1,1,1,34,Medium
AG-349-N22,61.55,0,0,0,0,19,Medium
AG-349-N23,54.37,0.41,1,0,1,22,Medium
AG-349-O02,50.42,0.14,1,1,1,24,Medium
AG-349-O03,79.2,0,1,1,1,24,Medium
AG-349-O04,47.55,0,1,1,1,20,Low
AG-349-O05,85.45,0,1,1,1,28,Medium
AG-349-O06,15.52,0,1,0,1,6,Low
AG-349-O07,37.74,0,0,0,0,6,Low
AG-349-O08,37.27,0.11,0,0,0,15,Low
AG-349-O09,24.45,0,0,0,0,10,Low
AG-349-O10,27.72,0,0,0,0,10,Low
AG-349-O13,82.63,0.47,1,1,1,24,Medium
AG-349-O15,19.98,0,1,1,1,12,Low
AG-349-O16,62.9,0.13,0,0,0,25,Medium
AG-349-O17,30.19,0,0,1,1,11,Low
AG-349-O18,20.69,0,0,0,0,11,Low
AG-349-O19,50,0,0,1,1,22,Medium
AG-349-O20,76.5,0,0,0,0,24,Medium
AG-349-O21,56.6,0,1,1,1,22,Medium
AG-349-O22,77.55,0,0,0,0,20,Medium
AG-349-O23,28.53,0,0,0,0,12,Low
AG-349-P01,74.17,0,1,1,1,30,Medium
AG-349-P02,61.47,0,0,0,0,23,Medium
AG-349-P03,4.17,0,0,0,0,5,Low
AG-349-P04,18.87,0,1,0,0,8,Low
AG-349-P05,59.95,0,0,0,0,27,Medium
AG-349-P06,55.32,0.54,0,0,0,16,Medium
AG-349-P07,19.75,0,0,0,0,18,Low
AG-349-P08,58.06,0,0,0,0,19,Medium
AG-349-P09,48.55,0.07,1,1,1,33,Low
AG-349-P10,54.65,0,0,0,0,13,Medium
AG-349-P11,0,0,0,0,0,0,Low
AG-349-P13,3.69,0,0,0,0,0,Low
AG-349-P14,14.88,0,0,0,0,13,Low
AG-349-P16,17.47,0,0,0,0,7,Low
AG-349-P17,27.36,0,0,0,0,7,Low
AG-349-P18,47.28,0,0,0,1,16,Low
AG-349-P19,30.5,0,0,0,0,15,Low
AG-349-P20,26.64,0,0,1,1,21,Low
AG-349-P21,22.64,0,0,0,0,5,Low
AG-349-P22,26.83,0,0,0,0,14,Low
AG-349-P23,48.43,0.16,1,1,1,16,Low
AG-402-A04,80.21,0,0,1,1,33,Medium
AG-402-A08,84.44,0,0,0,0,31,Medium
AG-402-A21,89.8,0,1,1,1,33,Medium
AG-402-B03,91.3,0,1,1,1,35,High
AG-402-B05,92.26,0.27,1,1,1,37,High
AG-402-B10,55.66,0.05,1,1,1,27,Medium
AG-402-B19,87.41,0,1,1,1,32,Medium
AG-402-C09,86.91,0.82,1,1,1,33,Medium
AG-402-C22,84.01,0,1,1,1,25,Medium
AG-402-E17,70.56,0.41,1,1,1,26,Medium
AG-402-F05,88.67,0,1,1,1,33,Medium
AG-402-G06,84.69,0.82,1,1,1,34,Medium
AG-402-G08,85.76,0,1,1,1,30,Medium
AG-402-G10,91.3,0,1,1,1,33,High
AG-402-G19,65.62,0,1,0,0,23,Medium
AG-402-G22,87.6,0.54,1,0,1,31,Medium
AG-402-G23,71.56,0.27,1,1,1,32,Medium
AG-402-I05,87.77,0,1,1,1,36,Medium
AG-402-I20,90.81,0,1,1,1,38,High
AG-402-I21,92.53,0,1,1,1,38,High
AG-402-I22,77.24,0.45,1,1,1,24,Medium
AG-402-I23,92.53,0.54,0,1,1,33,Medium
AG-402-J18,61.78,0,1,0,1,23,Medium
AG-402-K04,73.97,0.27,1,1,1,27,Medium
AG-402-K05,41.38,0,1,1,1,24,Low
AG-402-K10,93.61,0.27,1,0,1,33,Medium
AG-402-K14,84.51,0.41,1,1,1,33,Medium
AG-402-K16,89.18,0,1,1,1,38,Medium
AG-402-K21,98.1,0.27,0,1,1,45,Medium
AG-402-K22,86.19,0,0,1,1,32,Medium
AG-402-L09,87.09,0.14,1,0,1,28,Medium
AG-402-L18,87.09,0,1,1,1,35,Medium
AG-402-L19,45.52,0.05,0,0,0,20,Low
AG-402-L20,89.92,0.41,1,1,1,38,Medium
AG-402-L23,95.79,0,0,1,0,40,Medium
AG-402-M15,97.28,0,1,1,1,46,High
AG-402-M18,89.43,0,1,0,1,33,Medium
AG-402-M23,84.38,0.27,1,1,1,32,Medium
AG-402-N08,95.15,0.27,1,1,1,38,High
AG-402-N09,87.36,0,1,1,1,31,Medium
AG-402-N10,95.11,0,1,1,1,39,High
AG-402-N17,64.04,0.27,1,1,1,35,Medium
AG-402-N21,79.8,0,0,1,1,30,Medium
AG-402-N23,81.79,0,0,1,1,35,Medium
AG-402-O16,92.8,0,0,1,1,41,Medium
AG-402-O21,94.38,0,1,1,1,35,High
AG-402-O23,49.74,0,1,0,1,13,Low
AG-402-P16,78.67,0,1,1,1,33,Medium
AG-402-P18,94.66,0.27,1,1,1,38,High
AG-404-A02,90.76,0,1,1,1,38,High
AG-404-A03,76.92,0,1,1,1,29,Medium
AG-404-A04,63.47,0,1,1,1,29,Medium
AG-404-A05,0,0,0,0,0,3,Low
AG-404-A08,10.34,0,0,0,0,4,Low
AG-404-A09,27.71,0,0,0,1,5,Low
AG-404-A10,0,0,0,0,0,7,Low
AG-404-A11,8.33,0,0,0,0,8,Low
AG-404-A14,8.77,0,1,1,1,11,Low
AG-404-A15,49.36,0,1,0,1,13,Low
AG-404-A18,39.49,0.85,0,0,0,20,Low
AG-404-A19,59.2,0,0,1,0,28,Medium
AG-404-A20,15.09,0,0,1,1,5,Low
AG-404-A21,8.62,0,0,0,0,2,Low
AG-404-A22,22.64,0,0,0,0,8,Low
AG-404-B04,85.76,0,1,0,0,27,Medium
AG-404-B05,48.71,0,0,1,1,13,Low
AG-404-B06,85.31,0,1,1,1,28,Medium
AG-404-B08,0,0,0,0,0,0,Low
AG-404-B09,4.17,0,0,0,0,5,Low
AG-404-B10,58.73,1.01,0,0,1,33,Medium
AG-404-B11,81.93,0,1,0,0,20,Medium
AG-404-B13,93.98,0,1,1,1,31,High
AG-404-B14,78.71,0,1,1,1,28,Medium
AG-404-B15,0,0,1,0,1,4,Low
AG-404-B16,0,0,0,0,0,0,Low
AG-404-B17,16.98,0,1,0,0,11,Low
AG-404-B18,38.03,0,0,0,0,22,Low
AG-404-B19,75.52,0.36,0,1,0,32,Medium
AG-404-B21,49.06,0,1,0,0,17,Low
AG-404-B22,8.33,0,0,0,0,1,Low
AG-404-B23,70.3,1.28,1,1,1,38,Medium
AG-404-C02,88.17,0,1,1,1,26,Medium
AG-404-C03,0,0,0,0,0,0,Low
AG-404-C04,67.47,0,1,1,1,25,Medium
AG-404-C05,41.4,0,1,0,0,17,Low
AG-404-C08,57.15,0,1,0,0,24,Medium
AG-404-C09,31,0,1,1,2,14,Low
AG-404-C11,0,0,0,0,0,0,Low
AG-404-C13,0,0,0,0,0,1,Low
AG-404-C15,0,0,0,0,0,3,Low
AG-404-C16,23.58,0,1,1,1,13,Low
AG-404-C17,8.33,0,1,0,0,6,Low
AG-404-C19,11.32,0,0,0,0,2,Low
AG-404-C20,30.19,0,0,0,0,13,Low
AG-404-C22,27.82,0,1,0,1,12,Low
AG-404-C23,84.74,0,1,1,1,31,Medium
AG-404-D02,19.04,0,1,0,0,6,Low
AG-404-D03,5.26,0,0,0,0,8,Low
AG-404-D05,14.41,0,0,0,0,3,Low
AG-404-D06,27.71,0,0,0,0,10,Low
AG-404-D07,0,0,0,0,0,10,Low
AG-404-D08,24.53,0,0,0,0,1,Low
AG-404-D10,63.61,0,1,1,1,32,Medium
AG-404-D14,90.14,0.27,1,1,1,32,High
AG-404-D18,71.06,0,1,1,1,26,Medium
AG-404-D19,0,0,0,0,0,1,Low
AG-404-D21,0,0,0,0,0,0,Low
AG-404-E02,51.52,0,1,1,1,22,Medium
AG-404-E03,58.62,1.72,0,0,0,21,Medium
AG-404-E05,35.08,0,1,0,0,4,Low
AG-404-E07,0,0,0,0,0,1,Low
AG-404-E08,13.79,0,0,0,0,6,Low
AG-404-E10,4.17,0,0,0,0,7,Low
AG-404-E11,4.17,0,0,0,0,1,Low
AG-404-E13,5.66,0,0,0,0,0,Low
AG-404-E15,30.19,0,0,0,0,6,Low
AG-404-E17,10.73,0,0,0,0,4,Low
AG-404-E18,4.17,0,0,0,0,2,Low
AG-404-E19,73.6,0,1,1,1,34,Medium
AG-404-E20,1.89,0,0,0,0,3,Low
AG-404-E21,11.32,0,0,0,0,4,Low
AG-404-E22,15.52,0,0,0,0,5,Low
AG-404-E23,0.43,0,0,0,0,0,Low
AG-404-F02,50.28,0.56,0,0,0,22,Medium
AG-404-F03,8.33,0,0,0,0,25,Low
AG-404-F05,8.33,0,0,0,0,0,Low
AG-404-F06,87.5,0,1,1,1,29,Medium
AG-404-F07,75.73,0,1,0,1,34,Medium
AG-404-F08,9.43,0,1,0,0,13,Low
AG-404-F09,74.55,0,1,1,1,33,Medium
AG-404-F11,5.66,0,0,0,0,3,Low
AG-404-F14,9.78,0,0,0,0,5,Low
AG-404-F17,5.17,0,0,0,0,4,Low
AG-404-F18,0,0,0,0,0,0,Low
AG-404-F19,12.09,0,0,0,0,6,Low
AG-404-F21,0,0,1,0,0,0,Low
AG-404-F23,41.29,0,1,1,1,21,Low
AG-404-G02,54.55,0,1,1,1,20,Medium
AG-404-G03,18.87,0,1,0,0,9,Low
AG-404-G06,8.49,0,0,0,0,0,Low
AG-404-G08,69.04,0,0,0,1,36,Medium
AG-404-G09,0,0,0,0,0,5,Low
AG-404-G11,4.17,0,0,0,0,4,Low
AG-404-G13,0,0,0,0,0,0,Low
AG-404-G16,0,0,0,0,0,1,Low
AG-404-G18,65.9,0.21,1,1,1,28,Medium
AG-404-G19,22.26,0,0,0,0,8,Low
AG-404-G20,20.75,0,0,0,0,6,Low
AG-404-G21,22.41,0,0,0,0,9,Low
AG-404-G22,8.49,0,0,0,0,2,Low
AG-404-G23,18.48,0,0,0,0,10,Low
AG-404-I02,41.26,0,0,0,0,20,Low
AG-404-I03,42.42,1.28,0,0,0,33,Low
AG-404-I04,9.43,0,0,0,0,2,Low
AG-404-I05,0,0,0,0,0,0,Low
AG-404-I06,4.17,0,0,0,0,1,Low
AG-404-I08,17.74,0,0,0,0,11,Low
AG-404-I10,8.33,0,0,0,0,9,Low
AG-404-I11,15.09,0,0,0,0,7,Low
AG-404-I14,70.94,0.43,1,1,1,41,Medium
AG-404-I15,13.24,1.66,0,0,0,5,Low
AG-404-I17,0,0,0,0,0,0,Low
AG-404-I18,11.7,0,0,0,0,8,Low
AG-404-I19,51.72,0,1,1,1,22,Medium
AG-404-I20,15.09,0,0,0,0,2,Low
AG-404-I21,15.01,0,0,0,0,14,Low
AG-404-I22,16.64,4.12,1,0,0,7,Low
AG-404-I23,8.33,0,0,0,0,0,Low
AG-404-J02,31.03,0,0,0,0,9,Low
AG-404-J03,34.28,0,0,0,0,11,Low
AG-404-J04,4.17,0,0,0,0,2,Low
AG-404-J05,0,0,0,0,0,0,Low
AG-404-J06,4.17,0,0,0,0,15,Low
AG-404-J07,18,0,0,0,0,8,Low
AG-404-J08,7.55,0,0,0,0,6,Low
AG-404-J10,9.43,0,0,0,0,6,Low
AG-404-J13,12.74,0,0,0,0,5,Low
AG-404-J15,8.33,0,0,0,0,4,Low
AG-404-J17,49,0,1,1,1,16,Low
AG-404-J18,65.2,0,1,0,1,25,Medium
AG-404-J19,0,0,0,0,0,2,Low
AG-404-J20,87.1,0,1,1,1,21,Medium
AG-404-J21,68.02,0,0,0,0,18,Medium
AG-404-J22,0,0,0,0,0,5,Low
AG-404-J23,0,0,0,0,0,5,Low
AG-404-K02,3.59,0,0,0,0,10,Low
AG-404-K03,26.42,0,0,1,1,6,Low
AG-404-K04,4.17,0,0,0,1,7,Low
AG-404-K06,6.9,0,0,0,0,7,Low
AG-404-K07,11.21,0,0,0,0,3,Low
AG-404-K08,0,0,0,0,0,4,Low
AG-404-K11,61.06,0,1,1,1,32,Medium
AG-404-K13,85.58,1.18,1,1,1,32,Medium
AG-404-K15,67.42,0.07,1,1,1,33,Medium
AG-404-K16,65.41,0,1,1,1,31,Medium
AG-404-K18,0,0,0,0,0,0,Low
AG-404-K19,0,0,0,0,0,12,Low
AG-404-K22,50.54,0,0,0,0,24,Medium
AG-404-K23,0,0,0,0,0,2,Low
AG-404-L04,0,0,0,0,0,0,Low
AG-404-L07,13.62,0,0,0,0,1,Low
AG-404-L08,2.57,0,0,0,0,3,Low
AG-404-L09,30.19,0,0,0,0,12,Low
AG-404-L11,22.41,1.72,0,0,0,7,Low
AG-404-L13,66.56,0,0,1,1,28,Medium
AG-404-L15,66.58,0,1,1,1,30,Medium
AG-404-L16,0,0,0,0,0,1,Low
AG-404-L17,48.37,0,1,0,0,24,Low
AG-404-L18,0,0,0,0,0,1,Low
AG-404-L19,67.98,0.24,1,0,0,21,Medium
AG-404-L21,0,0,0,0,0,0,Low
AG-404-L22,0,0,0,0,0,0,Low
AG-404-L23,6.9,0,0,0,0,8,Low
AG-404-M02,85.71,1.1,1,1,1,31,Medium
AG-404-M03,0,0,0,0,0,2,Low
AG-404-M05,0,0,0,0,0,9,Low
AG-404-M06,45.68,0,1,1,1,20,Low
AG-404-M08,24.53,0,0,0,0,5,Low
AG-404-M10,15.09,0,0,0,0,8,Low
AG-404-M11,1.75,0,0,0,0,6,Low
AG-404-M13,14.15,0,0,0,0,3,Low
AG-404-M15,5.66,0,0,0,0,4,Low
AG-404-M18,0,0,0,0,0,1,Low
AG-404-M20,13.79,0,0,0,0,2,Low
AG-404-M22,7.55,0,0,0,1,2,Low
AG-404-N02,15.6,0,0,0,0,4,Low
AG-404-N03,8.33,0,0,1,1,5,Low
AG-404-N04,12.07,0,0,0,0,5,Low
AG-404-N05,8.49,0,0,0,0,1,Low
AG-404-N08,9.75,0,0,0,0,8,Low
AG-404-N09,5.17,0,0,0,0,0,Low
AG-404-N10,0,0,0,0,0,6,Low
AG-404-N11,0,0,0,0,0,0,Low
AG-404-N13,84.44,0,1,1,1,28,Medium
AG-404-N17,52.75,0.07,1,1,1,31,Medium
AG-404-N18,43.2,0,0,0,0,20,Low
AG-404-N19,1.22,0,0,0,0,0,Low
AG-404-N20,72.36,0,1,0,1,35,Medium
AG-404-N21,81.38,0,1,1,1,31,Medium
AG-404-N23,61.25,0.14,0,0,0,23,Medium
AG-404-O02,15.52,0,0,0,0,3,Low
AG-404-O05,76.45,0,1,0,0,23,Medium
AG-404-O06,13.21,0,0,0,0,2,Low
AG-404-O07,8.33,0,0,0,0,2,Low
AG-404-O09,3.77,0,0,0,0,3,Low
AG-404-O10,16.98,0,0,0,0,3,Low
AG-404-O11,18.24,0.17,0,0,0,4,Low
AG-404-O13,0,0,0,0,0,0,Low
AG-404-O15,80.39,0.54,1,1,1,34,Medium
AG-404-O17,74.1,0,0,1,1,25,Medium
AG-404-O18,86.35,0,1,1,1,24,Medium
AG-404-O19,0,0,0,0,0,0,Low
AG-404-O22,18.42,0,0,1,0,7,Low
AG-404-O23,53.77,0,0,0,0,11,Medium
AG-404-P01,86.95,0,1,1,1,31,Medium
AG-404-P02,59.43,0,1,0,1,18,Medium
AG-404-P04,56.8,0.43,1,1,1,25,Medium
AG-404-P05,56.69,0,1,1,1,21,Medium
AG-404-P07,76.07,0.47,1,1,1,24,Medium
AG-404-P08,86.8,0,1,1,1,33,Medium
AG-404-P09,29.38,0.47,0,0,0,10,Low
AG-404-P10,10.82,0,0,1,1,25,Low
AG-404-P11,58.54,0,0,0,0,19,Medium
AG-404-P13,83.46,0.11,0,1,1,28,Medium
AG-404-P14,48.68,0.13,1,0,1,21,Low
AG-404-P15,70.58,0,1,1,1,31,Medium
AG-404-P16,4.17,0,0,0,0,0,Low
AG-404-P18,19.81,0,0,0,0,0,Low
AG-404-P19,20.75,0,1,0,0,15,Low
AG-404-P20,87.35,0,1,1,1,29,Medium
AG-404-P22,79.12,0,1,1,1,37,Medium
AG-404-P23,31.03,0,0,0,0,18,Low
AG-485_A05,25.86,0,1,1,1,14,Low
AG-485_A06,10.34,0,0,0,0,2,Low
AG-485_A09,17.86,0,0,0,0,14,Low
AG-485_A16,56.25,0,1,1,1,19,Medium
AG-485_A21,38.97,0,0,0,0,13,Low
AG-485_B07,18.81,0,1,1,1,13,Low
AG-485_B10,50.26,0,1,1,1,17,Medium
AG-485_B13,37.82,0.32,0,0,0,17,Low
AG-485_B17,31.03,0,0,0,0,13,Low
AG-485_B23,55.65,0,0,1,1,17,Medium
AG-485_C04,8.62,0,0,0,0,3,Low
AG-485_C07,24.49,0,0,0,0,6,Low
AG-485_C08,47.09,0,1,1,1,21,Low
AG-485_C10,24.65,0,1,1,1,15,Low
AG-485_C22,14.29,0,0,0,0,4,Low
AG-485_D03,18.97,0,1,1,1,7,Low
AG-485_D14,34.79,0,1,0,0,18,Low
AG-485_D20,42.23,0,0,0,0,18,Low
AG-485_E11,52.34,0,1,1,1,12,Medium
AG-485_E17,27.89,0,1,1,1,15,Low
AG-485_F11,43.34,0,1,1,1,16,Low
AG-485_F13,18.97,0,1,1,1,9,Low
AG-485_F15,53.8,0,1,1,1,21,Medium
AG-485_F18,13.51,0,1,1,1,6,Low
AG-485_G10,62.67,0,0,0,0,19,Medium
AG-485_G17,20.69,0,1,1,1,8,Low
AG-485_G19,31.03,0,0,0,0,13,Low
AG-485_G20,46.36,0,1,0,0,19,Low
AG-485_G21,21.26,0.68,1,1,1,10,Low
AG-485_I15,24.96,0,1,1,1,7,Low
AG-485_I16,6,0,2,1,1,7,Low
AG-485_J04,27.78,0,1,1,1,10,Low
AG-485_J05,43.26,0,1,1,1,12,Low
AG-485_J08,47.81,0,1,0,1,21,Low
AG-485_J11,23.36,0.04,1,1,1,9,Low
AG-485_J18,33.93,0,1,1,1,10,Low
AG-485_J19,30.68,0,1,1,1,6,Low
AG-485_K06,24.24,0,0,0,0,11,Low
AG-485_K07,20.55,0,1,1,1,13,Low
AG-485_K15,19.64,0,1,1,1,11,Low
AG-485_K19,52.65,0,1,1,1,18,Medium
AG-485_L02,25,0,0,0,0,7,Low
AG-485_L14,12.5,0,0,0,0,5,Low
AG-485_M02,11.5,0,0,0,0,3,Low
AG-485_M17,28.38,0,0,1,0,23,Low
AG-485_M23,20.69,0,0,1,0,6,Low
AG-485_N06,27.21,1.47,1,1,1,12,Low
AG-485_N09,15.89,0,0,0,0,5,Low
AG-485_N18,1.72,0,0,0,0,3,Low
AG-485_N19,47.81,0.43,1,0,1,18,Low
AG-485_P13,30.36,0,0,0,0,5,Low
AG-485_P15,16.07,0,0,0,0,2,Low
AG-485_P16,39.29,0,0,0,0,11,Low
AG-485_P20,56.75,0,1,1,1,13,Medium
AG-487_A05,32.76,0,0,0,0,14,Low
AG-487_A07,4.17,0,0,1,0,3,Low
AG-487_A10,45.15,0,1,0,0,21,Low
AG-487_A14,12.07,0,1,1,1,8,Low
AG-487_A19,73.16,0,1,1,1,22,Medium
AG-487_A21,15.52,0,1,1,1,4,Low
AG-487_B03,45.73,0,0,0,0,9,Low
AG-487_B09,50.23,0,1,1,1,21,Medium
AG-487_B10,15.52,0,0,0,0,12,Low
AG-487_B11,49.8,0,0,0,0,23,Low
AG-487_B13,13.79,0,1,1,1,6,Low
AG-487_B15,15.75,0,1,1,1,15,Low
AG-487_B16,17.24,1.72,1,1,1,9,Low
AG-487_B17,32.72,1.32,0,0,0,14,Low
AG-487_B23,23.75,0.37,0,0,0,16,Low
AG-487_C03,57.28,0,0,1,1,24,Medium
AG-487_C05,49.01,0,1,1,1,29,Low
AG-487_C07,49.63,0.04,0,0,0,15,Low
AG-487_C08,42.28,0,1,1,1,15,Low
AG-487_C21,25.47,0,0,0,0,13,Low
AG-487_D03,32.76,0,1,1,1,16,Low
AG-487_D05,41.4,0,1,1,1,10,Low
AG-487_D06,18.73,0.07,1,1,1,12,Low
AG-487_D07,24.11,0,1,1,1,8,Low
AG-487_D10,54.44,0,1,1,1,20,Medium
AG-487_D15,28.57,0,1,1,1,7,Low
AG-487_D19,22.32,0,0,0,0,6,Low
AG-487_D23,33.01,0,1,1,1,16,Low
AG-487_E03,21.9,0,1,1,1,13,Low
AG-487_E08,27.6,0,1,1,1,10,Low
AG-487_E18,65.31,0,1,0,0,25,Medium
AG-487_E22,19.37,0,0,0,0,8,Low
AG-487_F05,45.3,0.43,1,1,1,20,Low
AG-487_F09,0,0,0,0,0,3,Low
AG-487_F17,37.15,0.07,1,1,1,17,Low
AG-487_G17,25.86,0,1,1,1,6,Low
AG-487_I11,76.82,0,1,1,1,33,Medium
AG-487_I17,41.96,0,1,1,1,19,Low
AG-487_I20,42.93,0,1,1,1,17,Low
AG-487_J02,25.82,0.37,1,1,1,9,Low
AG-487_J04,41.07,0,1,1,1,13,Low
AG-487_K06,12.5,0,0,0,0,4,Low
AG-487_K08,40.36,0,1,1,1,7,Low
AG-487_K17,30.58,0.49,1,1,1,28,Low
AG-487_K18,33.42,0.85,1,1,1,13,Low
AG-487_L13,33.98,0,1,0,0,13,Low
AG-487_L16,1.72,0,0,0,0,5,Low
AG-487_L18,67.04,0,1,1,1,25,Medium
